pt_graph met
17047 3
17048 3
17081 3
17082 3
17089 3
17090 3
17118 3
17121 3
17130 3
17131 3
17160 3
17161 3
17171 3
17172 3
17201 3
17202 3
17204 3
17214 3
17215 3
17216 3
17253 3
17282 3
17290 3
17291 3
17319 3
17326 3
17361 3
17362 3
17363 3
17393 3
17394 3
17395 3
17425 3
17426 3
17427 3
17428 3
17457 3
17458 3
17460 3
17492 3
17493 3
17494 3
17495 3
17496 3
17501 3
17532 3
17533 3
17534 3
17535 3
17536 3
17569 3
17570 3
17574 3
17575 3
17576 3
17577 3
17578 3
17608 3
17609 3
17610 3
17611 3
17612 3
17617 3
17619 3
17655 3
17656 3
17657 3
17658 3
17659 3
17660 3
17701 3
17703 3
17704 3
17705 3
17706 3
17748 3
17749 3
17750 3
17751 3
17752 3
17753 3
17794 3
17797 3
17798 3
17799 3
17840 3
17842 3
17843 3
17844 3
17887 3
17888 3
17889 3
17890 3
17936 3
17937 3
17985 3
